generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
84,uci_cancer_test/84/20251008-233942,nan,nan,0.9349736379613357,0.37258347978910367,0.7997891036906855,0.9349736379613358,84_6,80_80
85,uci_cancer_test/85/20251008-233951,nan,nan,0.9349736379613357,0.37258347978910367,0.785553602811951,0.9349736379613358,85_9,80_80
86,uci_cancer_test/86/20251008-234000,nan,nan,0.9367311072056239,0.37258347978910367,0.8330931458699474,0.9353251318101933,86_31,86_40
87,uci_cancer_test/87/20251008-234010,nan,nan,0.9367311072056239,0.37258347978910367,0.8057293497363797,0.935676625659051,87_17,86_40
88,uci_cancer_test/88/20251008-234020,nan,nan,0.9367311072056239,0.37258347978910367,0.7899121265377856,0.935676625659051,88_9,86_40
89,uci_cancer_test/89/20251008-234028,nan,nan,0.9367311072056239,0.37258347978910367,0.7724428822495605,0.9363796133567662,89_6,86_40
90,uci_cancer_test/90/20251008-234036,nan,nan,0.9367311072056239,0.37258347978910367,0.7629349736379613,0.9367311072056239,90_7,86_40
91,uci_cancer_test/91/20251008-234040,nan,nan,0.9367311072056239,0.37258347978910367,0.8001405975395428,0.9367311072056239,91_21,86_40
92,uci_cancer_test/92/20251008-234045,nan,nan,0.9367311072056239,0.37258347978910367,0.825096660808436,0.9367311072056239,92_13,86_40
93,uci_cancer_test/93/20251008-234050,nan,nan,0.9367311072056239,0.37258347978910367,0.7710720562390159,0.9367311072056239,93_13,86_40
94,uci_cancer_test/94/20251008-234056,nan,nan,0.9367311072056239,0.37258347978910367,0.7932337434094905,0.9367311072056239,94_6,86_40
95,uci_cancer_test/95/20251008-234101,nan,nan,0.9367311072056239,0.37258347978910367,0.7840773286467487,0.9367311072056239,95_10,86_40
96,uci_cancer_test/96/20251008-234106,nan,nan,0.9367311072056239,0.37258347978910367,0.817908611599297,0.9367311072056239,96_7,86_40
97,uci_cancer_test/97/20251008-234111,nan,nan,0.9367311072056239,0.37258347978910367,0.8149912126537784,0.9367311072056239,97_34,86_40
98,uci_cancer_test/98/20251008-234116,nan,nan,0.9367311072056239,0.37258347978910367,0.7896485061511421,0.9367311072056239,98_15,86_40
99,uci_cancer_test/99/20251008-234121,nan,nan,0.9367311072056239,0.37258347978910367,0.7671528998242527,0.9367311072056239,99_11,86_40
100,uci_cancer_test/100/20251008-234125,nan,nan,0.9367311072056239,0.37258347978910367,0.8115114235500878,0.9367311072056239,100_8,86_40
101,uci_cancer_test/101/20251008-234130,nan,nan,0.9367311072056239,0.37258347978910367,0.7915992970123022,0.9367311072056239,101_10,86_40
102,uci_cancer_test/102/20251008-234135,nan,nan,0.9367311072056239,0.37258347978910367,0.8240421792618627,0.9367311072056239,102_7,86_40
103,uci_cancer_test/103/20251008-234139,nan,nan,0.9367311072056239,0.37258347978910367,0.8171001757469244,0.9367311072056239,103_8,86_40
104,uci_cancer_test/104/20251008-234144,nan,nan,0.9367311072056239,0.37258347978910367,0.8073813708260105,0.9367311072056239,104_8,86_40
105,uci_cancer_test/105/20251008-234149,nan,nan,0.9367311072056239,0.37258347978910367,0.8260456942003513,0.9367311072056239,105_15,86_40
106,uci_cancer_test/106/20251008-234155,nan,nan,0.9367311072056239,0.37258347978910367,0.8385237258347976,0.9367311072056239,106_19,86_40
107,uci_cancer_test/107/20251008-234200,nan,nan,0.9367311072056239,0.37258347978910367,0.8096660808435854,0.9367311072056239,107_10,86_40
108,uci_cancer_test/108/20251008-234205,nan,nan,0.9367311072056239,0.37258347978910367,0.8368892794376098,0.9367311072056239,108_12,86_40
109,uci_cancer_test/109/20251008-234211,nan,nan,0.9367311072056239,0.37258347978910367,0.8236731107205623,0.9367311072056239,109_12,86_40
110,uci_cancer_test/110/20251008-234216,nan,nan,0.9367311072056239,0.37258347978910367,0.8104042179261861,0.9367311072056239,110_12,86_40
