generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_accuracy_to_baseline,min_accuracy_to_baseline,mean_accuracy_to_baseline,elites_mean_accuracy_to_baseline,cid_min_accuracy_to_baseline,cid_max_accuracy_to_baseline,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
33,uci_wine_test/33/20251012-220438,nan,nan,0.9550561797752809,0.38764044943820225,0.8663483146067418,0.955056179775281,33_68,27_81,0.9550561797752809,0.38764044943820225,0.8663483146067418,0.955056179775281,33_68,27_81
34,uci_wine_test/34/20251012-220440,nan,nan,0.9550561797752809,0.2696629213483146,0.84561797752809,0.955056179775281,34_35,27_81,0.9550561797752809,0.2696629213483146,0.84561797752809,0.955056179775281,34_35,27_81
35,uci_wine_test/35/20251012-220441,nan,nan,0.9550561797752809,0.398876404494382,0.8898876404494384,0.955056179775281,35_20,27_81,0.9550561797752809,0.398876404494382,0.8898876404494384,0.955056179775281,35_20,27_81
36,uci_wine_test/36/20251012-220443,nan,nan,0.9550561797752809,0.38764044943820225,0.8982584269662923,0.955056179775281,36_92,27_81,0.9550561797752809,0.38764044943820225,0.8982584269662923,0.955056179775281,36_92,27_81
37,uci_wine_test/37/20251012-220444,nan,nan,0.9550561797752809,0.2696629213483146,0.8592134831460675,0.955056179775281,37_28,27_81,0.9550561797752809,0.2696629213483146,0.8592134831460675,0.955056179775281,37_28,27_81
38,uci_wine_test/38/20251012-220446,nan,nan,0.9550561797752809,0.2696629213483146,0.8524719101123598,0.955056179775281,38_58,27_81,0.9550561797752809,0.2696629213483146,0.8524719101123598,0.955056179775281,38_58,27_81
39,uci_wine_test/39/20251012-220448,nan,nan,0.9550561797752809,0.398876404494382,0.8480898876404496,0.955056179775281,39_78,27_81,0.9550561797752809,0.398876404494382,0.8480898876404496,0.955056179775281,39_78,27_81
40,uci_wine_test/40/20251012-220449,nan,nan,0.9550561797752809,0.2696629213483146,0.852752808988764,0.955056179775281,40_44,27_81,0.9550561797752809,0.2696629213483146,0.852752808988764,0.955056179775281,40_44,27_81
41,uci_wine_test/41/20251012-220451,nan,nan,0.9550561797752809,0.2696629213483146,0.8844943820224721,0.955056179775281,41_32,27_81,0.9550561797752809,0.2696629213483146,0.8844943820224721,0.955056179775281,41_32,27_81
42,uci_wine_test/42/20251012-220453,nan,nan,0.9550561797752809,0.2696629213483146,0.8589887640449441,0.955056179775281,42_91,27_81,0.9550561797752809,0.2696629213483146,0.8589887640449441,0.955056179775281,42_91,27_81
43,uci_wine_test/43/20251012-220455,nan,nan,0.9550561797752809,0.38202247191011235,0.8608426966292138,0.955056179775281,43_99,27_81,0.9550561797752809,0.38202247191011235,0.8608426966292138,0.955056179775281,43_99,27_81
44,uci_wine_test/44/20251012-220457,nan,nan,0.9550561797752809,0.2696629213483146,0.8634831460674158,0.955056179775281,44_63,27_81,0.9550561797752809,0.2696629213483146,0.8634831460674158,0.955056179775281,44_63,27_81
45,uci_wine_test/45/20251012-220459,nan,nan,0.9606741573033708,0.2696629213483146,0.8591573033707867,0.95561797752809,45_22,45_99,0.9606741573033708,0.2696629213483146,0.8591573033707867,0.95561797752809,45_22,45_99
46,uci_wine_test/46/20251012-220501,nan,nan,0.9606741573033708,0.2696629213483146,0.8710112359550564,0.956179775280899,46_62,45_99,0.9606741573033708,0.2696629213483146,0.8710112359550564,0.956179775280899,46_62,45_99
