generation,checkpoint_id,cid_min___b_score_vector,cid_max___b_score_vector,max_baseline_accuracy,min_baseline_accuracy,mean_baseline_accuracy,elites_mean_baseline_accuracy,cid_min_baseline_accuracy,cid_max_baseline_accuracy,max_in_distribution_accuracy,min_in_distribution_accuracy,mean_in_distribution_accuracy,elites_mean_in_distribution_accuracy,cid_min_in_distribution_accuracy,cid_max_in_distribution_accuracy,max_out_of_distribution_accuracy,min_out_of_distribution_accuracy,mean_out_of_distribution_accuracy,elites_mean_out_of_distribution_accuracy,cid_min_out_of_distribution_accuracy,cid_max_out_of_distribution_accuracy,max_score,min_score,mean_score,elites_mean_score,cid_min_score,cid_max_score
11,uci_wine_test/11/20251106-002113,nan,nan,0.7134831460674157,0.34831460674157305,0.6193258426966292,0.6752808988764045,11_32,11_15,0.8026315789473685,0.2894736842105263,0.7163157894736842,0.7842105263157896,11_12,10_77,0.7843137254901961,0.19607843137254902,0.5470588235294117,0.5941176470588235,11_32,11_59,0.8318583965301514,0.28318583965301514,0.7407522097229957,0.8119468867778779,11_12,11_26
12,uci_wine_test/12/20251106-002116,nan,nan,0.702247191011236,0.398876404494382,0.6247191011235955,0.6775280898876404,12_22,11_26,0.8026315789473685,0.2894736842105263,0.7119736842105264,0.7776315789473685,12_22,10_77,0.7843137254901961,0.27450980392156865,0.5597058823529412,0.6029411764705881,12_13,12_56,0.8362832069396973,0.28318583965301514,0.741858398616314,0.8252212405204773,12_22,12_72
13,uci_wine_test/13/20251106-002119,nan,nan,0.7134831460674157,0.2696629213483146,0.6287640449438202,0.6797752808988764,13_16,13_79,0.8026315789473685,0.15789473684210525,0.7085526315789472,0.7763157894736843,13_16,12_46,0.7843137254901961,0.3137254901960784,0.569313725490196,0.6078431372549018,13_24,13_38,0.8407079577445984,0.1592920422554016,0.7466814142465591,0.8327433705329895,13_16,13_20
14,uci_wine_test/14/20251106-002122,nan,nan,0.702247191011236,0.2696629213483146,0.6181460674157303,0.6932584269662921,14_16,13_12,0.8026315789473685,0.15789473684210525,0.6936842105263158,0.7855263157894739,14_16,13_13,0.7843137254901961,0.3137254901960784,0.5618627450980391,0.6245098039215685,14_14,14_83,0.8539823293685913,0.1592920422554016,0.7399115082621575,0.8402655065059662,14_16,14_36
15,uci_wine_test/15/20251106-002126,nan,nan,0.7752808988764045,0.34831460674157305,0.6204494382022471,0.6780898876404493,15_44,15_91,0.8026315789473685,0.2894736842105263,0.6857894736842105,0.7802631578947368,15_18,15_15,0.8725490196078431,0.19607843137254902,0.571764705882353,0.6019607843137255,15_44,15_91,0.8628318309783936,0.2743362784385681,0.7357079741358757,0.8530973672866822,15_18,15_61
16,uci_wine_test/16/20251106-002130,nan,nan,0.702247191011236,0.398876404494382,0.6057865168539326,0.6764044943820224,16_30,15_20,0.8026315789473685,0.2894736842105263,0.6763157894736842,0.781578947368421,16_30,15_61,0.7549019607843137,0.3137254901960784,0.553235294117647,0.5980392156862744,16_15,16_12,0.8628318309783936,0.28318583965301514,0.734778770506382,0.8557522296905518,16_30,15_61
17,uci_wine_test/17/20251106-002134,nan,nan,0.6910112359550562,0.3595505617977528,0.6325280898876403,0.6758426966292135,17_22,17_39,0.8026315789473685,0.2894736842105263,0.7011842105263159,0.781578947368421,17_38,15_61,0.7549019607843137,0.21568627450980393,0.5813725490196078,0.5970588235294116,17_22,17_31,0.8628318309783936,0.28318583965301514,0.763185855448246,0.8561947047710419,17_38,15_61
18,uci_wine_test/18/20251106-002140,nan,nan,0.6910112359550562,0.2696629213483146,0.6215168539325842,0.6797752808988763,18_55,18_96,0.8289473684210527,0.15789473684210525,0.6827631578947368,0.7921052631578946,18_55,18_96,0.7549019607843137,0.3137254901960784,0.5758823529411764,0.5960784313725489,18_86,18_23,0.8716813921928406,0.1592920422554016,0.7420796543359757,0.8597345113754272,18_55,18_96
19,uci_wine_test/19/20251106-002145,nan,nan,0.6910112359550562,0.39325842696629215,0.6347191011235955,0.6865168539325843,19_86,18_96,0.8289473684210527,0.2894736842105263,0.7310526315789474,0.8078947368421053,19_12,18_96,0.7549019607843137,0.29411764705882354,0.5629411764705882,0.5960784313725489,19_77,19_99,0.8716813921928406,0.28318583965301514,0.7877876019477844,0.8646017432212829,19_12,18_96
20,uci_wine_test/20/20251106-002150,nan,nan,0.6910112359550562,0.2696629213483146,0.6343820224719101,0.6859550561797754,20_55,18_96,0.8289473684210527,0.15789473684210525,0.7346052631578947,0.8078947368421053,20_55,18_96,0.7549019607843137,0.3137254901960784,0.559705882352941,0.5950980392156862,20_51,20_67,0.8716813921928406,0.1592920422554016,0.7886283028125763,0.8650442242622376,20_55,18_96
21,uci_wine_test/21/20251106-002154,nan,nan,0.6910112359550562,0.2696629213483146,0.6425842696629214,0.6876404494382022,21_60,18_96,0.8289473684210527,0.15789473684210525,0.7413157894736843,0.8157894736842106,21_60,18_96,0.7549019607843137,0.3137254901960784,0.5690196078431371,0.5921568627450979,21_62,21_33,0.8716813921928406,0.1592920422554016,0.7938937908411026,0.8676990926265716,21_60,18_96
22,uci_wine_test/22/20251106-002157,nan,nan,0.7078651685393258,0.398876404494382,0.6326404494382022,0.6910112359550562,22_23,22_94,0.8289473684210527,0.2894736842105263,0.7364473684210529,0.8289473684210528,22_23,18_96,0.7549019607843137,0.29411764705882354,0.5552941176470587,0.588235294117647,22_45,22_17,0.8761062026023865,0.28318583965301514,0.7780973336100578,0.8721238732337951,22_23,22_67
23,uci_wine_test/23/20251106-002200,nan,nan,0.7078651685393258,0.2640449438202247,0.6147191011235955,0.693258426966292,23_92,23_34,0.8421052631578947,0.15789473684210525,0.710921052631579,0.8315789473684212,23_92,23_34,0.7549019607843137,0.29411764705882354,0.5430392156862744,0.5901960784313725,23_41,23_29,0.9247787594795227,0.190265491604805,0.7547787518799305,0.8831858277320862,23_92,23_34
24,uci_wine_test/24/20251106-002202,nan,nan,0.7134831460674157,0.398876404494382,0.6202247191011235,0.6837078651685393,24_38,24_63,0.8421052631578947,0.2894736842105263,0.7200000000000002,0.8263157894736842,24_38,23_34,0.7549019607843137,0.29411764705882354,0.5458823529411765,0.5774509803921568,24_11,24_16,0.9247787594795227,0.28318583965301514,0.7695575159788132,0.8946902692317963,24_38,23_34
25,uci_wine_test/25/20251106-002205,nan,nan,0.7134831460674157,0.2696629213483146,0.6170224719101124,0.705056179775281,25_94,24_63,0.8421052631578947,0.15789473684210525,0.7142105263157893,0.8421052631578947,25_94,23_34,0.7549019607843137,0.29411764705882354,0.5446078431372549,0.6029411764705882,25_13,25_22,0.9292035102844238,0.1592920422554016,0.7757079634070396,0.9207964599132538,25_94,25_28
26,uci_wine_test/26/20251106-002207,nan,nan,0.7134831460674157,0.39325842696629215,0.6351685393258427,0.7067415730337079,26_44,25_61,0.8421052631578947,0.2894736842105263,0.7101315789473682,0.8421052631578947,26_11,25_28,0.7549019607843137,0.3235294117647059,0.579313725490196,0.6058823529411763,26_19,26_12,0.9292035102844238,0.28318583965301514,0.7733185809850692,0.9256637096405029,26_11,25_28
27,uci_wine_test/27/20251106-002210,nan,nan,0.7078651685393258,0.2696629213483146,0.636685393258427,0.7067415730337079,27_82,26_17,0.8421052631578947,0.15789473684210525,0.7177631578947369,0.8421052631578947,27_82,25_28,0.7549019607843137,0.3235294117647059,0.5762745098039216,0.6058823529411763,27_64,27_14,0.9292035102844238,0.1592920422554016,0.7822566300630569,0.9256637096405029,27_82,25_28
28,uci_wine_test/28/20251106-002212,nan,nan,0.7247191011235955,0.3539325842696629,0.6391573033707866,0.7033707865168539,28_58,28_73,0.8421052631578947,0.2894736842105263,0.7121052631578947,0.8421052631578947,28_21,25_28,0.7549019607843137,0.20588235294117646,0.5848039215686274,0.5999999999999999,28_58,28_23,0.9292035102844238,0.28318583965301514,0.773849550485611,0.9287610352039337,28_21,25_28
29,uci_wine_test/29/20251106-002216,nan,nan,0.7078651685393258,0.398876404494382,0.6235955056179776,0.702808988764045,29_11,28_60,0.8552631578947368,0.2894736842105263,0.6922368421052632,0.8421052631578947,29_11,29_65,0.7549019607843137,0.3235294117647059,0.5724509803921568,0.5990196078431371,29_35,29_13,0.9292035102844238,0.28318583965301514,0.7523893642425538,0.9292035102844238,29_11,25_28
30,uci_wine_test/30/20251106-002219,nan,nan,0.7134831460674157,0.398876404494382,0.6432584269662921,0.702808988764045,30_21,30_77,0.8421052631578947,0.2894736842105263,0.7268421052631578,0.8421052631578947,30_21,25_28,0.7549019607843137,0.3235294117647059,0.5809803921568627,0.5990196078431371,30_28,30_13,0.9292035102844238,0.28318583965301514,0.7918141436576843,0.9292035102844238,30_21,25_28
31,uci_wine_test/31/20251106-002222,nan,nan,0.7078651685393258,0.398876404494382,0.6458426966292136,0.7033707865168539,31_37,28_60,0.8552631578947368,0.2894736842105263,0.7419736842105261,0.8421052631578947,31_37,31_43,0.7549019607843137,0.3235294117647059,0.5742156862745098,0.5999999999999999,31_34,31_38,0.9336283206939697,0.28318583965301514,0.8114159116148949,0.9296459913253784,31_37,31_28
32,uci_wine_test/32/20251106-002225,nan,nan,0.7078651685393258,0.398876404494382,0.6501123595505618,0.7061797752808989,32_16,31_28,0.8421052631578947,0.2894736842105263,0.7202631578947368,0.8421052631578947,32_16,31_28,0.7647058823529411,0.3235294117647059,0.5978431372549019,0.6049019607843136,32_97,32_37,0.9336283206939697,0.28318583965301514,0.7848672407865525,0.9318583965301513,32_16,31_28
33,uci_wine_test/33/20251106-002228,nan,nan,0.7078651685393258,0.398876404494382,0.6470224719101124,0.7078651685393258,33_72,31_28,0.8421052631578947,0.2894736842105263,0.7231578947368419,0.8421052631578947,33_72,31_28,0.7647058823529411,0.4411764705882353,0.5902941176470587,0.6078431372549018,33_47,33_21,0.9336283206939697,0.28318583965301514,0.7919911462068557,0.9336283206939697,33_72,31_28
34,uci_wine_test/34/20251106-002231,nan,nan,0.7078651685393258,0.398876404494382,0.6255617977528091,0.7078651685393258,34_13,31_28,0.8421052631578947,0.2894736842105263,0.6884210526315789,0.8421052631578947,34_13,31_28,0.7647058823529411,0.4411764705882353,0.5787254901960783,0.6078431372549018,34_16,34_23,0.9336283206939697,0.28318583965301514,0.7507522138953209,0.9336283206939697,34_13,31_28
35,uci_wine_test/35/20251106-002234,nan,nan,0.7134831460674157,0.398876404494382,0.6451685393258427,0.7078651685393258,35_11,35_80,0.8421052631578947,0.2894736842105263,0.7230263157894734,0.8421052631578947,35_11,31_28,0.7647058823529411,0.4411764705882353,0.587156862745098,0.6078431372549018,35_36,35_51,0.9336283206939697,0.28318583965301514,0.7929203549027443,0.9336283206939697,35_11,31_28
36,uci_wine_test/36/20251106-002237,nan,nan,0.7078651685393258,0.2696629213483146,0.6458988764044943,0.7073033707865168,36_83,31_28,0.8421052631578947,0.15789473684210525,0.7201315789473682,0.8421052631578947,36_83,31_28,0.7647058823529411,0.3235294117647059,0.5905882352941176,0.6068627450980391,36_72,36_18,0.9380530714988708,0.1592920422554016,0.7850442498922348,0.9340707957744598,36_83,36_57
37,uci_wine_test/37/20251106-002240,nan,nan,0.7247191011235955,0.398876404494382,0.6353370786516854,0.7067415730337079,37_38,37_52,0.8552631578947368,0.2894736842105263,0.695657894736842,0.8421052631578947,37_38,37_52,0.7647058823529411,0.4411764705882353,0.590392156862745,0.6058823529411763,37_30,37_17,0.9380530714988708,0.28318583965301514,0.7559292054176331,0.93451327085495,37_38,36_57
38,uci_wine_test/38/20251106-002243,nan,nan,0.7078651685393258,0.2696629213483146,0.6261797752808989,0.7067415730337079,38_43,37_61,0.8421052631578947,0.15789473684210525,0.6810526315789472,0.8421052631578947,38_43,36_57,0.7647058823529411,0.28431372549019607,0.5852941176470587,0.6058823529411763,38_29,38_27,0.9380530714988708,0.1592920422554016,0.7498672568798065,0.93451327085495,38_43,36_57
39,uci_wine_test/39/20251106-002246,nan,nan,0.7078651685393258,0.39325842696629215,0.6650561797752809,0.7067415730337079,39_78,37_48,0.8421052631578947,0.2894736842105263,0.7597368421052628,0.8421052631578947,39_26,36_57,0.7647058823529411,0.43137254901960786,0.5945098039215686,0.6058823529411763,39_89,39_55,0.9380530714988708,0.28318583965301514,0.8328761041164399,0.93451327085495,39_26,36_57
40,uci_wine_test/40/20251106-002249,nan,nan,0.7078651685393258,0.398876404494382,0.634438202247191,0.702808988764045,40_12,39_25,0.8421052631578947,0.2894736842105263,0.6771052631578947,0.8421052631578947,40_12,36_57,0.7647058823529411,0.4411764705882353,0.6026470588235293,0.5990196078431371,40_73,40_15,0.9380530714988708,0.28318583965301514,0.7397787597775459,0.9367256462574005,40_12,36_57
41,uci_wine_test/41/20251106-002252,nan,nan,0.7191011235955056,0.2696629213483146,0.5978651685393258,0.702808988764045,41_91,41_45,0.8552631578947368,0.15789473684210525,0.6436842105263157,0.8421052631578947,41_91,41_45,0.7549019607843137,0.19607843137254902,0.5637254901960784,0.5990196078431371,41_49,41_16,0.9380530714988708,0.1592920422554016,0.7071681398153306,0.9367256462574005,41_91,36_57
42,uci_wine_test/42/20251106-002254,nan,nan,0.7078651685393258,0.398876404494382,0.6375280898876405,0.702247191011236,42_15,39_25,0.8421052631578947,0.2894736842105263,0.7139473684210526,0.8421052631578947,42_15,36_57,0.7450980392156863,0.28431372549019607,0.5805882352941175,0.5980392156862744,42_69,42_34,0.9380530714988708,0.28318583965301514,0.7925663584470749,0.9380530714988708,42_15,36_57
